KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
,,,,,,,人口総数,男,女,世帯総数
112011530,3,川越市,南大塚,0,,,9063,5128,3935,3758
11201153001,4,川越市,南大塚一丁目,0,,,1472,757,715,691
11201153002,4,川越市,南大塚二丁目,0,,,1262,642,620,598
11201153003,4,川越市,南大塚三丁目,0,,,1096,548,548,475
11201153004,4,川越市,南大塚四丁目,0,,,1076,588,488,596
11201153005,4,川越市,南大塚五丁目,0,,,1557,794,763,711
11201153006,4,川越市,南大塚六丁目,0,,,2600,1799,801,687
112011540,2,川越市,むさし野,0,,,2380,1196,1184,929
112011550,2,川越市,大塚新町,0,,,2037,1015,1022,780
112011560,3,川越市,かし野台,0,,,1102,568,534,431
11201156001,4,川越市,かし野台一丁目,0,,,492,246,246,177
11201156002,4,川越市,かし野台二丁目,0,,,610,322,288,254
112011570,3,川越市,町丁字コード1570の計,0,,,3213,1617,1596,1322
11201157001,4,川越市,大字豊田本,0,,,1102,569,533,446
11201157002,4,川越市,大塚二丁目,0,,,2111,1048,1063,876
112011580,2,川越市,むさし野南,0,,,1055,524,531,434
112011590,3,川越市,中台,0,,,2506,1219,1287,1043
11201159001,4,川越市,中台一丁目,0,,,934,450,484,374
11201159002,4,川越市,中台二丁目,0,,,846,417,429,308
11201159003,4,川越市,中台三丁目,0,,,726,352,374,361
112011600,3,川越市,中台元町,0,,,1992,983,1009,749
11201160001,4,川越市,中台元町一丁目,0,,,1322,629,693,477
11201160002,4,川越市,中台元町二丁目,0,,,670,354,316,272
112011610,3,川越市,中台南,0,,,1841,939,902,655
11201161001,4,川越市,中台南一丁目,0,,,965,498,467,376
11201161002,4,川越市,中台南二丁目,0,,,774,383,391,239
11201161003,4,川越市,中台南三丁目,0,,,102,58,44,40
112011620,3,川越市,町丁字コード1620の計,0,,,1201,601,600,423
11201162001,4,川越市,大字大袋新田,0,,,400,194,206,146
11201162002,4,川越市,藤倉二丁目,0,,,801,407,394,277
112011630,3,川越市,町丁字コード1630の計,0,,,1151,593,558,401
11201163001,4,川越市,豊田本一丁目,0,,,23,15,8,6
11201163002,4,川越市,豊田本二丁目,0,,,115,60,55,40
11201163003,4,川越市,大字池辺,0,,,403,215,188,157
11201163004,4,川越市,豊田本四丁目,0,,,532,263,269,168
11201163005,4,川越市,大字藤倉,0,,,78,40,38,30
11202,1,熊谷市,,0,,,194415,97087,97328,80153
112020010,3,熊谷市,本町,0,,,894,428,466,416
11202001001,4,熊谷市,本町一丁目,0,,,439,202,237,204
11202001002,4,熊谷市,本町二丁目,0,,,455,226,229,212
112020020,2,熊谷市,仲町,0,,,69,30,39,34
112020030,3,熊谷市,星川,0,,,269,139,130,125
11202003001,4,熊谷市,星川一丁目,0,,,149,75,74,66
11202003002,4,熊谷市,星川二丁目,0,,,120,64,56,59
112020040,2,熊谷市,鎌倉町,0,,,288,153,135,157
112020050,3,熊谷市,弥生,0,,,344,190,154,211
11202005001,4,熊谷市,弥生一丁目,0,,,207,114,93,127
11202005002,4,熊谷市,弥生二丁目,0,,,137,76,61,84
112020060,3,熊谷市,宮町,0,,,897,428,469,442
11202006001,4,熊谷市,宮町一丁目,0,,,311,143,168,140
11202006002,4,熊谷市,宮町二丁目,0,,,586,285,301,302
112020070,3,熊谷市,末広,0,,,2541,1269,1272,1112
11202007001,4,熊谷市,末広一丁目,0,,,197,108,89,124
11202007002,4,熊谷市,末広二丁目,0,,,366,180,186,175
11202007003,4,熊谷市,末広三丁目,0,,,995,478,517,403
11202007004,4,熊谷市,末広四丁目,0,,,983,503,480,410
112020080,3,熊谷市,筑波,0,,,1118,558,560,577
11202008001,4,熊谷市,筑波一丁目,0,,,522,272,250,290
11202008002,4,熊谷市,筑波二丁目,0,,,226,112,114,108
11202008003,4,熊谷市,筑波三丁目,0,,,370,174,196,179
112020090,3,熊谷市,銀座,0,,,5080,2505,2575,2426
11202009001,4,熊谷市,銀座一丁目,0,,,570,261,309,245
11202009002,4,熊谷市,銀座二丁目,0,,,718,350,368,344
11202009003,4,熊谷市,銀座三丁目,0,,,1115,562,553,519
11202009004,4,熊谷市,銀座四丁目,0,,,637,308,329,330
11202009005,4,熊谷市,銀座五丁目,0,,,765,385,380,365
11202009006,4,熊谷市,銀座六丁目,0,,,600,302,298,288
11202009007,4,熊谷市,銀座七丁目,0,,,675,337,338,335
112020100,2,熊谷市,箱田,0,,,218,110,108,79
112020110,3,熊谷市,箱田,0,,,2964,1452,1512,1291
11202011001,4,熊谷市,箱田一丁目,0,,,448,224,224,178
11202011002,4,熊谷市,箱田二丁目,0,,,388,184,204,192
11202011003,4,熊谷市,箱田三丁目,0,,,193,90,103,90
11202011004,4,熊谷市,箱田四丁目,0,,,304,147,157,138
11202011005,4,熊谷市,箱田五丁目,0,,,267,127,140,116
11202011006,4,熊谷市,箱田六丁目,0,,,736,361,375,324
11202011007,4,熊谷市,箱田七丁目,0,,,628,319,309,253
112020120,3,熊谷市,本石,0,,,1386,699,687,747
11202012001,4,熊谷市,本石一丁目,0,,,626,308,318,314
11202012002,4,熊谷市,本石二丁目,0,,,760,391,369,433
112020130,3,熊谷市,石原,0,,,1808,852,956,826
11202013001,4,熊谷市,石原一丁目,0,,,505,234,271,230
11202013002,4,熊谷市,石原二丁目,0,,,705,342,363,332
11202013003,4,熊谷市,石原三丁目,0,,,598,276,322,264
112020140,2,熊谷市,石原,0,,,7642,3743,3899,3035
112020150,3,熊谷市,月見町,0,,,417,200,217,169
11202015001,4,熊谷市,月見町一丁目,0,,,337,158,179,140
11202015002,4,熊谷市,月見町二丁目,0,,,80,42,38,29
112020160,3,熊谷市,赤城町,0,,,1365,649,716,617
11202016001,4,熊谷市,赤城町一丁目,0,,,721,332,389,330
11202016002,4,熊谷市,赤城町二丁目,0,,,304,147,157,127
11202016003,4,熊谷市,赤城町三丁目,0,,,340,170,170,160
112020170,2,熊谷市,榎町,0,,,1104,555,549,494
112020180,2,熊谷市,宮本町,0,,,887,421,466,475
112020190,2,熊谷市,伊勢町,0,,,860,423,437,428
112020200,2,熊谷市,見晴町,0,,,1060,522,538,457
112020210,3,熊谷市,河原町,0,,,1114,580,534,606
11202021001,4,熊谷市,河原町一丁目,0,,,565,303,262,302
11202021002,4,熊谷市,河原町二丁目,0,,,549,277,272,304
112020220,3,熊谷市,宮前町,0,,,1759,863,896,975
11202022001,4,熊谷市,宮前町一丁目,0,,,984,453,531,503
11202022002,4,熊谷市,宮前町二丁目,0,,,775,410,365,472
112020230,3,熊谷市,桜木町,0,,,512,262,250,324
11202023001,4,熊谷市,桜木町一丁目,0,,,205,102,103,137
11202023002,4,熊谷市,桜木町二丁目,0,,,307,160,147,187
112020240,3,熊谷市,万平町,0,,,1078,570,508,561
11202024001,4,熊谷市,万平町一丁目,0,,,340,191,149,197
11202024002,4,熊谷市,万平町二丁目,0,,,738,379,359,364
112020250,3,熊谷市,曙町,0,,,2361,1236,1125,1172
11202025001,4,熊谷市,曙町一丁目,0,,,483,242,241,239
11202025002,4,熊谷市,曙町二丁目,0,,,658,324,334,317
11202025003,4,熊谷市,曙町三丁目,0,,,385,220,165,188
11202025004,4,熊谷市,曙町四丁目,0,,,474,270,204,240
11202025005,4,熊谷市,曙町五丁目,0,,,361,180,181,188
112020261,3,熊谷市,肥塚,0,,,1186,575,611,489
11202026101,4,熊谷市,肥塚一丁目,0,,,264,124,140,113
11202026102,4,熊谷市,肥塚二丁目,0,,,308,148,160,135
11202026103,4,熊谷市,肥塚三丁目,0,,,336,162,174,136
11202026104,4,熊谷市,肥塚四丁目,0,,,278,141,137,105
112020262,2,熊谷市,肥塚,0,,,3106,1508,1598,1280
112020270,3,熊谷市,上之,0,,,8609,4157,4452,3557
11202027001,4,熊谷市,上之,0,,,6212,2997,3215,2644
11202027002,4,熊谷市,上之,0,,,2397,1160,1237,913
112020280,2,熊谷市,上川上,0,,,1026,492,534,345
112020290,3,熊谷市,中西,0,,,1861,954,907,824
11202029001,4,熊谷市,中西一丁目,0,,,404,201,203,188
11202029002,4,熊谷市,中西二丁目,0,,,289,154,135,126
11202029003,4,熊谷市,中西三丁目,0,,,714,370,344,310
11202029004,4,熊谷市,中西四丁目,0,,,454,229,225,200
112020300,2,熊谷市,柿沼,0,,,4354,2104,2250,1882
112020310,2,熊谷市,代,0,,,1340,690,650,445
112020320,2,熊谷市,原島,0,,,3481,1707,1774,1351
112020330,2,熊谷市,新島,0,,,1095,536,559,446
112020341,2,熊谷市,玉井,0,,,2533,1173,1360,892
112020342,3,熊谷市,玉井南,0,,,955,489,466,375
11202034201,4,熊谷市,玉井南一丁目,0,,,284,157,127,122
11202034202,4,熊谷市,玉井南二丁目,0,,,320,156,164,121
11202034203,4,熊谷市,玉井南三丁目,0,,,351,176,175,132
112020350,2,熊谷市,久保島,0,,,3909,1887,2022,1682
112020360,2,熊谷市,新堀,0,,,6104,3027,3077,2570
112020370,2,熊谷市,高柳,0,,,693,337,356,308
112020380,3,熊谷市,玉井,0,,,1684,835,849,662
11202038001,4,熊谷市,玉井一丁目,0,,,307,154,153,136
11202038002,4,熊谷市,玉井二丁目,0,,,212,102,110,83
11202038003,4,熊谷市,玉井三丁目,0,,,455,231,224,163
11202038004,4,熊谷市,玉井四丁目,0,,,411,207,204,168
11202038005,4,熊谷市,玉井五丁目,0,,,299,141,158,112
112020390,2,熊谷市,大麻生,0,,,1500,736,764,572
112020400,2,熊谷市,小島,0,,,890,440,450,311
112020411,2,熊谷市,広瀬,0,,,3022,1500,1522,1196
112020412,2,熊谷市,瀬南,0,,,371,186,185,147
112020420,2,熊谷市,川原明戸,0,,,440,205,235,125
112020430,2,熊谷市,武体,0,,,180,82,98,68
112020440,2,熊谷市,佐谷田,0,,,3673,1872,1801,1494
112020450,2,熊谷市,平戸,0,,,2342,1159,1183,959
112020460,2,熊谷市,戸出,0,,,980,488,492,386
112020470,3,熊谷市,問屋町,0,,,,,,
11202047001,4,熊谷市,問屋町一丁目,0,,,,,,
11202047002,4,熊谷市,問屋町二丁目,0,,,,,,
11202047003,4,熊谷市,問屋町三丁目,0,,,,,,
11202047004,4,熊谷市,問屋町四丁目,0,,,,,,
112020480,2,熊谷市,久下,0,,,2973,1473,1500,1290
112020490,2,熊谷市,太井,0,,,754,353,401,224
112020500,3,熊谷市,久下,0,,,2267,1155,1112,1122
11202050001,4,熊谷市,久下一丁目,0,,,549,280,269,247
11202050002,4,熊谷市,久下二丁目,0,,,546,292,254,264
11202050003,4,熊谷市,久下三丁目,0,,,789,393,396,426
11202050004,4,熊谷市,久下四丁目,0,,,383,190,193,185
112020510,2,熊谷市,小曽根,0,,,888,418,470,326
112020520,2,熊谷市,上中条,0,,,1845,898,947,679
112020530,2,熊谷市,今井,0,,,1313,673,640,479
112020540,2,熊谷市,大塚,0,,,291,124,167,72
112020550,2,熊谷市,上奈良,0,,,1106,540,566,445
112020560,2,熊谷市,中奈良,0,,,1397,689,708,529
112020570,2,熊谷市,下奈良,0,,,2314,1136,1178,940
112020580,2,熊谷市,四方寺,0,,,329,173,156,98
112020590,2,熊谷市,奈良新田,0,,,227,114,113,95
112020600,2,熊谷市,東別府,0,,,1188,588,600,421
112020610,2,熊谷市,西別府,0,,,1110,522,588,369
112020620,2,熊谷市,下増田,0,,,277,146,131,106
112020630,3,熊谷市,別府,0,,,4335,2174,2161,1815
11202063001,4,熊谷市,別府一丁目,0,,,432,208,224,167
11202063002,4,熊谷市,別府二丁目,0,,,752,387,365,323
11202063003,4,熊谷市,別府三丁目,0,,,750,374,376,331
11202063004,4,熊谷市,別府四丁目,0,,,1143,586,557,473
11202063005,4,熊谷市,別府五丁目,0,,,1258,619,639,521
112020640,2,熊谷市,三ケ尻,0,,,3121,1607,1514,1259
112020650,2,熊谷市,新堀新田,0,,,1996,1013,983,941
112020660,2,熊谷市,拾六間,0,,,7261,4010,3251,2656
112020670,2,熊谷市,御稜威ケ原,0,,,,,,
112020680,3,熊谷市,美土里町,0,,,1440,782,658,703
11202068001,4,熊谷市,美土里町一丁目,0,,,641,329,312,300
11202068002,4,熊谷市,美土里町二丁目,0,,,570,315,255,267
11202068003,4,熊谷市,美土里町三丁目,0,,,229,138,91,136
112020690,2,熊谷市,村岡,0,,,2559,1283,1276,1139
112020700,2,熊谷市,万吉,0,,,2300,1117,1183,913
112020710,2,熊谷市,楊井,0,,,681,356,325,280
112020720,2,熊谷市,平塚新田,0,,,337,174,163,138
112020730,2,熊谷市,池上,0,,,614,306,308,234
112020740,2,熊谷市,下川上,0,,,782,398,384,289
112020750,2,熊谷市,熊谷,0,,,3,3,,3
112020760,3,熊谷市,桜町,0,,,716,359,357,309
11202076001,4,熊谷市,桜町一丁目,0,,,201,104,97,92
11202076002,4,熊谷市,桜町二丁目,0,,,515,255,260,217
112020780,3,熊谷市,大原,0,,,2687,1304,1383,1162
11202078001,4,熊谷市,大原一丁目,0,,,966,478,488,434
11202078002,4,熊谷市,大原二丁目,0,,,447,226,221,199
11202078003,4,熊谷市,大原三丁目,0,,,553,248,305,207
11202078004,4,熊谷市,大原四丁目,0,,,721,352,369,322
112020790,3,熊谷市,円光,0,,,1415,700,715,592
11202079001,4,熊谷市,円光一丁目,0,,,862,426,436,363
11202079002,4,熊谷市,円光二丁目,0,,,553,274,279,229
112020800,2,熊谷市,新堀,0,,,1532,782,750,797
112020820,3,熊谷市,中央,0,,,2887,1406,1481,1230
11202082001,4,熊谷市,中央一丁目,0,,,535,258,277,228
11202082002,4,熊谷市,中央二丁目,0,,,937,442,495,434
11202082003,4,熊谷市,中央三丁目,0,,,460,236,224,185
11202082004,4,熊谷市,中央四丁目,0,,,259,128,131,116
11202082005,4,熊谷市,中央五丁目,0,,,696,342,354,267
112020830,2,熊谷市,手島,0,,,245,129,116,90
112020840,2,熊谷市,上恩田,0,,,294,149,145,98
112020850,2,熊谷市,中恩田,0,,,434,224,210,113
112020860,2,熊谷市,小泉,0,,,377,189,188,136
112020870,2,熊谷市,屈戸,0,,,188,94,94,70
112020880,2,熊谷市,中曽根,0,,,348,171,177,137
112020890,2,熊谷市,津田新田,0,,,390,199,191,133
112020900,2,熊谷市,下恩田,0,,,307,165,142,131
112020910,2,熊谷市,吉所敷,0,,,57,28,29,25
112020920,2,熊谷市,沼黒,0,,,102,49,53,40
112020930,2,熊谷市,高本,0,,,109,53,56,37
112020940,2,熊谷市,向谷,0,,,90,47,43,30
112020950,2,熊谷市,津田,0,,,559,265,294,133
112020960,2,熊谷市,相上,0,,,130,57,73,48
112020970,2,熊谷市,玉作,0,,,279,149,130,108
112020980,2,熊谷市,箕輪,0,,,644,329,315,228
112020990,2,熊谷市,冑山,0,,,589,288,301,229
112021000,2,熊谷市,小八林,0,,,683,345,338,262
112021010,3,熊谷市,船木台,0,,,2470,1274,1196,913
11202101001,4,熊谷市,船木台一丁目,0,,,633,323,310,226
11202101002,4,熊谷市,船木台二丁目,0,,,487,241,246,177
11202101003,4,熊谷市,船木台三丁目,0,,,801,420,381,307
11202101004,4,熊谷市,船木台四丁目,0,,,,,,
11202101005,4,熊谷市,船木台五丁目,0,,,549,290,259,203
112021020,3,熊谷市,妻沼,0,,,4632,2333,2299,1986
11202102001,4,熊谷市,妻沼若宮,0,,,149,76,73,64
11202102002,4,熊谷市,妻沼東岡,0,,,287,141,146,116
11202102003,4,熊谷市,妻沼中岡,0,,,386,211,175,172
11202102004,4,熊谷市,妻沼本町,0,,,281,155,126,123
11202102005,4,熊谷市,妻沼登り戸,0,,,239,123,116,95
11202102006,4,熊谷市,妻沼池ノ上,0,,,283,116,167,111
11202102007,4,熊谷市,妻沼錦聖,0,,,255,121,134,98
11202102008,4,熊谷市,妻沼横町,0,,,143,78,65,76
11202102009,4,熊谷市,妻沼寺内,0,,,295,165,130,149
11202102010,4,熊谷市,妻沼上町,0,,,225,112,113,92
11202102011,4,熊谷市,妻沼仲町,0,,,98,42,56,42
11202102012,4,熊谷市,妻沼下町,0,,,219,99,120,83
11202102013,4,熊谷市,妻沼卯月花,0,,,429,200,229,188
11202102014,4,熊谷市,妻沼福寿寺,0,,,115,53,62,43
11202102016,4,熊谷市,妻沼一本木,0,,,831,431,400,353
11202102017,4,熊谷市,妻沼神明町,0,,,262,133,129,115
11202102018,4,熊谷市,妻沼一本木,0,,,16,9,7,16
11202102019,4,熊谷市,妻沼砂場,0,,,25,16,9,9
11202102020,4,熊谷市,妻沼西部第二,0,,,23,14,9,7
11202102021,4,熊谷市,妻沼台,0,,,63,34,29,31
11202102022,4,熊谷市,妻沼浅見,0,,,8,4,4,3
112021030,3,熊谷市,弥藤吾,0,,,2163,1085,1078,864
11202103001,4,熊谷市,弥藤吾弥下,0,,,395,200,195,160
11202103002,4,熊谷市,弥藤吾中口,0,,,168,88,80,65
11202103003,4,熊谷市,弥藤吾杉之道,0,,,398,198,200,160
11202103004,4,熊谷市,弥藤吾年代,0,,,211,108,103,73
11202103005,4,熊谷市,弥藤吾浅見,0,,,110,55,55,43
11202103006,4,熊谷市,弥藤吾北口,0,,,116,58,58,51
11202103007,4,熊谷市,弥藤吾弥藤吾新田,0,,,131,60,71,50
11202103008,4,熊谷市,弥藤吾妻沼南,0,,,543,278,265,235
11202103009,4,熊谷市,弥藤吾江波,0,,,91,40,51,27
112021040,2,熊谷市,男沼,0,,,437,215,222,148
112021050,3,熊谷市,妻沼台,0,,,506,249,257,197
11202105001,4,熊谷市,妻沼台台,0,,,406,194,212,162
11202105002,4,熊谷市,妻沼台台中島,0,,,100,55,45,35
112021060,2,熊谷市,出来島,0,,,301,143,158,108
112021070,3,熊谷市,間々田,0,,,401,185,216,135
11202107001,4,熊谷市,間々田間々田,0,,,393,182,211,132
11202107002,4,熊谷市,間々田台中島,0,,,8,3,5,3
112021080,3,熊谷市,妻沼小島,0,,,335,168,167,143
11202108001,4,熊谷市,妻沼小島小島,0,,,105,51,54,47
11202108002,4,熊谷市,妻沼小島小島,0,,,230,117,113,96
112021090,3,熊谷市,永井太田,0,,,857,440,417,307
11202109001,4,熊谷市,永井太田上平,0,,,113,57,56,38
11202109002,4,熊谷市,永井太田北間,0,,,177,92,85,59
11202109003,4,熊谷市,永井太田永東,0,,,210,111,99,77
11202109004,4,熊谷市,永井太田薬西,0,,,113,56,57,44
11202109005,4,熊谷市,永井太田前新田,0,,,86,44,42,36
11202109006,4,熊谷市,永井太田福王寺,0,,,157,79,78,52
11202109007,4,熊谷市,永井太田市ノ坪,0,,,1,1,,1
112021100,3,熊谷市,飯塚,0,,,771,381,390,241
11202110001,4,熊谷市,飯塚飯塚,0,,,375,180,195,109
11202110002,4,熊谷市,飯塚福王寺,0,,,128,64,64,45
11202110003,4,熊谷市,飯塚古江原,0,,,143,75,68,46
11202110004,4,熊谷市,飯塚,0,,,,,,
11202110005,4,熊谷市,飯塚道ケ谷戸,0,,,119,59,60,40
11202110006,4,熊谷市,飯塚市ノ坪,0,,,6,3,3,1
112021110,3,熊谷市,八木田,0,,,411,202,209,152
11202111001,4,熊谷市,八木田八木田,0,,,386,194,192,149
11202111002,4,熊谷市,八木田中口,0,,,25,8,17,3
112021120,3,熊谷市,道ケ谷戸,0,,,118,60,58,36
11202112001,4,熊谷市,道ケ谷戸道ケ谷戸,0,,,99,50,49,29
11202112002,4,熊谷市,道ケ谷戸飯塚,0,,,15,8,7,5
11202112003,4,熊谷市,道ケ谷戸八木田,0,,,4,2,2,2
112021130,3,熊谷市,上江袋,0,,,725,371,354,285
11202113001,4,熊谷市,上江袋江北,0,,,341,176,165,127
11202113002,4,熊谷市,上江袋江南,0,,,182,93,89,64
11202113003,4,熊谷市,上江袋北武蔵,0,,,175,90,85,83
11202113004,4,熊谷市,上江袋西野西部,0,,,14,6,8,5
11202113005,4,熊谷市,上江袋西野中部,0,,,13,6,7,6
112021140,2,熊谷市,原井,0,,,156,76,80,42
112021150,2,熊谷市,市ノ坪,0,,,242,117,125,93
112021160,3,熊谷市,上根,0,,,961,456,505,337
11202116001,4,熊谷市,上根上根,0,,,893,445,448,336
11202116002,4,熊谷市,上根上根,0,,,68,11,57,1
112021170,3,熊谷市,江波,0,,,682,326,356,289
11202117001,4,熊谷市,江波江波,0,,,294,151,143,119
11202117002,4,熊谷市,江波江波,0,,,92,37,55,41
11202117003,4,熊谷市,江波江波台,0,,,231,107,124,97
11202117004,4,熊谷市,江波江波台第二,0,,,65,31,34,32
112021180,2,熊谷市,八ツ口,0,,,330,155,175,129
112021190,3,熊谷市,善ケ島,0,,,1665,822,843,588
11202119001,4,熊谷市,善ケ島東部,0,,,452,227,225,164
11202119002,4,熊谷市,善ケ島西部,0,,,400,201,199,151
11202119003,4,熊谷市,善ケ島中瀬,0,,,325,157,168,107
11202119004,4,熊谷市,善ケ島西部第二,0,,,488,237,251,166
11202119006,4,熊谷市,善ケ島一本木,0,,,,,,
112021200,3,熊谷市,上須戸,0,,,1212,624,588,457
11202120001,4,熊谷市,上須戸上須戸東部,0,,,143,78,65,56
11202120002,4,熊谷市,上須戸上須戸中部,0,,,284,149,135,92
11202120003,4,熊谷市,上須戸上須戸西部,0,,,185,87,98,63
11202120004,4,熊谷市,上須戸上須戸ハイツ,0,,,600,310,290,246
112021210,3,熊谷市,西城,0,,,700,359,341,264
11202121001,4,熊谷市,西城森谷,0,,,120,62,58,51
11202121002,4,熊谷市,西城西城台,0,,,136,69,67,51
11202121003,4,熊谷市,西城森谷,0,,,,,,
11202121004,4,熊谷市,西城西城,0,,,444,228,216,162
112021220,2,熊谷市,田島,0,,,284,139,145,112
112021230,3,熊谷市,西野,0,,,860,446,414,355
11202123001,4,熊谷市,西野西野西部,0,,,289,147,142,112
11202123002,4,熊谷市,西野西野中部,0,,,210,113,97,96
11202123003,4,熊谷市,西野西野東部,0,,,361,186,175,147
112021240,3,熊谷市,葛和田,0,,,1085,557,528,429
11202124001,4,熊谷市,葛和田上入,0,,,133,72,61,49
11202124002,4,熊谷市,葛和田中宿,0,,,104,58,46,42
11202124003,4,熊谷市,葛和田下宿,0,,,109,59,50,44
11202124004,4,熊谷市,葛和田西島,0,,,155,74,81,60
11202124005,4,熊谷市,葛和田向野,0,,,141,69,72,52
11202124006,4,熊谷市,葛和田荒宿,0,,,205,104,101,83
11202124007,4,熊谷市,葛和田葛和田団地,0,,,230,118,112,95
11202124008,4,熊谷市,葛和田日向,0,,,8,3,5,4
112021250,3,熊谷市,日向,0,,,842,407,435,334
11202125001,4,熊谷市,日向日向,0,,,201,97,104,65
11202125002,4,熊谷市,日向日向,0,,,138,66,72,56
11202125003,4,熊谷市,日向日向,0,,,201,97,104,72
11202125004,4,熊谷市,日向日向団地,0,,,302,147,155,141
112021260,2,熊谷市,弁財,0,,,96,53,43,37
112021270,2,熊谷市,大野,0,,,300,146,154,113
112021280,2,熊谷市,俵瀬,0,,,146,69,77,47
112021290,2,熊谷市,利根川河川敷,0,,,,,,
112021300,3,熊谷市,妻沼東,0,,,1905,935,970,753
11202130001,4,熊谷市,妻沼東一丁目,0,,,251,132,119,86
11202130002,4,熊谷市,妻沼東二丁目,0,,,477,231,246,191
11202130003,4,熊谷市,妻沼東三丁目,0,,,405,199,206,175
11202130004,4,熊谷市,妻沼東四丁目,0,,,615,296,319,242
11202130005,4,熊谷市,妻沼東五丁目,0,,,157,77,80,59
112021310,3,熊谷市,妻沼中央,0,,,394,198,196,158
11202131001,4,熊谷市,妻沼中央中央,0,,,90,45,45,35
11202131002,4,熊谷市,妻沼中央中央,0,,,61,36,25,22
11202131003,4,熊谷市,妻沼中央中央,0,,,243,117,126,101
112021320,3,熊谷市,町丁字コード1320の計,0,,,2345,1216,1129,980
11202132001,4,熊谷市,成沢,0,,,577,296,281,225
11202132002,4,熊谷市,成沢,0,,,417,201,216,184
11202132003,4,熊谷市,押切,0,,,444,235,209,178
11202132004,4,熊谷市,押切,0,,,343,188,155,172
11202132005,4,熊谷市,押切,0,,,564,296,268,221
112021330,2,熊谷市,三本,0,,,620,314,306,237
112021340,2,熊谷市,上新田,0,,,286,141,145,118
112021350,3,熊谷市,押切,0,,,717,359,358,305
11202135001,4,熊谷市,押切,0,,,456,236,220,180
11202135002,4,熊谷市,押切,0,,,261,123,138,125
112021360,2,熊谷市,樋春,0,,,556,281,275,206
112021370,2,熊谷市,御正新田,0,,,1314,719,595,611
112021380,2,熊谷市,須賀広,0,,,434,210,224,145
112021390,2,熊谷市,野原,0,,,1531,895,636,270
112021400,2,熊谷市,小江川,0,,,1127,536,591,392
112021410,2,熊谷市,塩,0,,,232,116,116,82
112021420,2,熊谷市,板井,0,,,1165,545,620,461
112021430,2,熊谷市,柴,0,,,148,68,80,58
112021440,2,熊谷市,千代,0,,,823,440,383,316
112021450,3,熊谷市,江南中央,0,,,1346,712,634,484
11202145001,4,熊谷市,江南中央一丁目,0,,,373,222,151,193
11202145002,4,熊谷市,江南中央二丁目,0,,,658,327,331,169
11202145003,4,熊谷市,江南中央三丁目,0,,,315,163,152,122
112021460,3,熊谷市,籠原南,0,,,3645,1862,1783,1611
11202146001,4,熊谷市,籠原南一丁目,0,,,1043,532,511,498
11202146002,4,熊谷市,籠原南二丁目,0,,,1239,633,606,543
11202146003,4,熊谷市,籠原南三丁目,0,,,1363,697,666,570
112021470,3,熊谷市,妻沼西,0,,,,,,
11202147001,4,熊谷市,妻沼西一丁目,0,,,,,,
11202147002,4,熊谷市,妻沼西二丁目,0,,,,,,
11203,1,川口市,,0,,,594274,299238,295036,267141
112030010,3,川口市,本町,0,,,13009,6353,6656,6326
11203001001,4,川口市,本町一丁目,0,,,2076,1059,1017,1114
11203001002,4,川口市,本町二丁目,0,,,3424,1669,1755,1523
11203001003,4,川口市,本町三丁目,0,,,2914,1425,1489,1392
11203001004,4,川口市,本町四丁目,0,,,4595,2200,2395,2297
112030020,3,川口市,栄町,0,,,9074,4536,4538,4694
11203002001,4,川口市,栄町一丁目,0,,,4086,2124,1962,2081
11203002002,4,川口市,栄町二丁目,0,,,2929,1468,1461,1528
11203002003,4,川口市,栄町三丁目,0,,,2059,944,1115,1085
112030030,2,川口市,金山町,0,,,4312,2214,2098,1990
112030040,2,川口市,舟戸町,0,,,1,1,,1
112030050,3,川口市,幸町,0,,,8899,4342,4557,4582
11203005001,4,川口市,幸町一丁目,0,,,3483,1702,1781,1590
11203005002,4,川口市,幸町二丁目,0,,,2865,1413,1452,1558
11203005003,4,川口市,幸町三丁目,0,,,2551,1227,1324,1434
112030060,3,川口市,川口,0,,,14481,7175,7306,7163
11203006001,4,川口市,川口一丁目,0,,,3613,1771,1842,1571
11203006002,4,川口市,川口二丁目,0,,,2614,1315,1299,1411
11203006003,4,川口市,川口三丁目,0,,,1201,568,633,626
11203006004,4,川口市,川口四丁目,0,,,2794,1369,1425,1471
11203006005,4,川口市,川口五丁目,0,,,3246,1630,1616,1548
11203006006,4,川口市,川口六丁目,0,,,1013,522,491,536
112030070,3,川口市,飯塚,0,,,13203,6497,6706,6278
11203007001,4,川口市,飯塚一丁目,0,,,3819,1844,1975,1868
11203007002,4,川口市,飯塚二丁目,0,,,4049,2000,2049,1835
11203007003,4,川口市,飯塚三丁目,0,,,3184,1610,1574,1552
11203007004,4,川口市,飯塚四丁目,0,,,2151,1043,1108,1023
112030080,3,川口市,西川口,0,,,16210,8497,7713,9532
11203008001,4,川口市,西川口一丁目,0,,,4030,2235,1795,2961
11203008002,4,川口市,西川口二丁目,0,,,2333,1187,1146,1331
11203008003,4,川口市,西川口三丁目,0,,,3102,1616,1486,1854
11203008004,4,川口市,西川口四丁目,0,,,2743,1463,1280,1491
11203008005,4,川口市,西川口五丁目,0,,,1560,756,804,769
11203008006,4,川口市,西川口六丁目,0,,,2442,1240,1202,1126
112030090,2,川口市,仲町,0,,,2616,1367,1249,1215
